domain,intent,text,spans,logical_form,xtreme-up,source_language
banking,freeze_account,disable my FNB card so that I cannot make any transactions on all apps,20:23:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME FNB] ],BANK_NAME: FNB,zul
banking,freeze_account,Please stop the Nedbank card until I can open it at the bank.,27:34:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Nedbank] ],BANK_NAME: Nedbank,zul
banking,freeze_account,stop my FNB card from buying from unsafe websites.,23:26:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME FNB] ],BANK_NAME: FNB,zul
banking,freeze_account,close my Nedbank card because it is out of date,19:26:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Nedbank] ],BANK_NAME: Nedbank,zul
banking,freeze_account,disable my Absa card so it doesn't work on the Earthchild app.,20:24:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Absa] ],BANK_NAME: Absa,zul
banking,freeze_account,close my Tymebank card because I have exceeded my limit,19:27:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Tymebank] ],BANK_NAME: Tymebank,zul
banking,freeze_account,Please close my Absa card because I have used up all the money.,32:36:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Absa] ],BANK_NAME: Absa,zul
banking,freeze_account,Please stop my Capitec card from working in restaurant systems.,28:35:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Capitec] ],BANK_NAME: Capitec,zul
banking,freeze_account,"I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I'm sorry, I was just wondering if you were able to get in here and see what I was doing, and if you could just get in here and see what I was doing,",,[IN:freeze_account ],,zul
banking,freeze_account,please block my Capitec card so I can't make any transactions on all the apps,29:36:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Capitec] ],BANK_NAME: Capitec,zul
banking,freeze_account,I'm gonna have to cancel my card for the next two months for Absa.,59:63:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Absa] ],BANK_NAME: Absa,zul
banking,freeze_account,Please suspend my current FNB account.,44:47:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME FNB] ],BANK_NAME: FNB,zul
banking,freeze_account,I've locked my FirstRand card so I can't make any transactions on all the apps,23:34:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME leFirstRand] ],BANK_NAME: leFirstRand,zul
banking,freeze_account,I'm going to have to suspend my Nedbank card and savings account.,"21:28:SL:BANK_NAME,31:48:SL:ACCOUNT_TYPE",[IN:freeze_account [SL:BANK_NAME Nedbank] [SL:ACCOUNT_TYPE akhawunti yokonga] ],BANK_NAME: Nedbank $$ ACCOUNT_TYPE: akhawunti yokonga,zul
banking,freeze_account,stop using your Tymebank card for the next two weeks.,"16:24:SL:BANK_NAME,34:41:SL:NUMBER",[IN:freeze_account [SL:BANK_NAME Tymebank] [SL:NUMBER amabili] ],BANK_NAME: Tymebank $$ NUMBER: amabili,zul
banking,freeze_account,block my Investec card so that I cannot make any transactions in all applications,21:29:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Investec] ],BANK_NAME: Investec,zul
banking,freeze_account,Stop my card from buying at Shell's garage.,,[IN:freeze_account ],,zul
banking,freeze_account,Please close your FirstRand card so that you can no longer buy from the grocery store.,26:35:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME FirstRand] ],BANK_NAME: FirstRand,zul
banking,freeze_account,I've disabled my Old Mutual card so I can't make any transactions on all apps,,[IN:freeze_account ],,zul
banking,freeze_account,I'm not buying from food and clothing programs.,29:37:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Investec] ],BANK_NAME: Investec,zul
banking,freeze_account,I've disabled my card for a month from today.,,[IN:freeze_account ],,zul
banking,freeze_account,please block my Absa card so that I can't make any transactions on all apps,32:36:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Absa] ],BANK_NAME: Absa,zul
banking,freeze_account,close my card for no more withdrawals.,,[IN:freeze_account ],,zul
banking,freeze_account,I'm going to have to disable my Nedbanj card.,42:49:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Nedbanj] ],BANK_NAME: Nedbanj,zul
banking,freeze_account,disable my current account.,7:29:SL:ACCOUNT_TYPE,[IN:freeze_account [SL:ACCOUNT_TYPE akhawunti yami yamanje] ],ACCOUNT_TYPE: akhawunti yami yamanje,zul
banking,freeze_account,I'm going to close my savings account.,7:29:SL:ACCOUNT_TYPE,[IN:freeze_account [SL:ACCOUNT_TYPE akhawunti yami yokonga] ],ACCOUNT_TYPE: akhawunti yami yokonga,zul
banking,freeze_account,Please disable all my online accounts.,,[IN:freeze_account ],,zul
banking,freeze_account,disable your Tymebank card from making online purchases.,16:24:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Tymebank] ],BANK_NAME: Tymebank,zul
banking,freeze_account,close my home savings account at Timebank.,"7:36:SL:ACCOUNT_TYPE,47:55:SL:BANK_NAME",[IN:freeze_account [SL:ACCOUNT_TYPE akhawunti yami yokubeka imali] [SL:BANK_NAME Tymebank] ],ACCOUNT_TYPE: akhawunti yami yokubeka imali $$ BANK_NAME: Tymebank,zul
banking,freeze_account,prevent my FirstRand card from buying abroad.,29:38:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME FirstRand] ],BANK_NAME: FirstRand,zul
banking,freeze_account,Please close my Capitec card because I can't see it.,30:37:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Capitec] ],BANK_NAME: Capitec,zul
banking,freeze_account,I've disabled my Nedbank card with a banking app.,27:34:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Nedbank] ],BANK_NAME: Nedbank,zul
banking,freeze_account,Please close my Standard Bank card online.,35:48:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Standard bank] ],BANK_NAME: Standard bank,zul
banking,freeze_account,block my Nedbank card from working online due to the current crime.,22:29:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Nedbank] ],BANK_NAME: Nedbank,zul
banking,freeze_account,I've deactivated my Capitec card so it can still work overseas.,28:35:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Capitec] ],BANK_NAME: Capitec,zul
banking,freeze_account,Please disable my card for online purchases.,,[IN:freeze_account ],,zul
banking,freeze_account,close the Tymebank card to make foreign purchases.,16:24:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Tymebank] ],BANK_NAME: Tymebank,zul
banking,freeze_account,I have deleted my Nedbank card.,27:34:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Nedbank] ],BANK_NAME: Nedbank,zul
banking,freeze_account,hold up the Absa card.,17:21:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Absa] ],BANK_NAME: Absa,zul
banking,freeze_account,I've got a Capitec card on me.,21:28:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Capitec] ],BANK_NAME: Capitec,zul
banking,freeze_account,I closed my Old Mutual account.,,[IN:freeze_account ],,zul
banking,freeze_account,close my Tymebank card.,21:29:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Tymebank] ],BANK_NAME: Tymebank,zul
banking,freeze_account,Please close my Nedbank card.,31:38:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Nedbank] ],BANK_NAME: Nedbank,zul
banking,freeze_account,I have disabled my Absa card.,28:32:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Absa] ],BANK_NAME: Absa,zul
banking,freeze_account,Please disable my Capitec card.,31:38:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Capitec] ],BANK_NAME: Capitec,zul
banking,freeze_account,I've lost my Nedbank card.,21:28:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Nedbank] ],BANK_NAME: Nedbank,zul
banking,freeze_account,Please cancel my Standard card.,35:43:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Standard] ],BANK_NAME: Standard,zul
banking,freeze_account,disable my Thala account.,27:32:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Thala] ],BANK_NAME: Thala,zul
banking,freeze_account,Please stop my Tymebank card from working.,36:44:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Tymebank] ],BANK_NAME: Tymebank,zul
banking,freeze_account,I have turned off my FirstRand card.,26:35:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME FirstRand] ],BANK_NAME: FirstRand,zul
banking,freeze_account,close my Absa card.,22:26:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Absa] ],BANK_NAME: Absa,zul
banking,freeze_account,Please close my Discovery card because it's been stolen.,30:39:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME Discovery] ],BANK_NAME: Discovery,zul
travel,timezone,What time is it in Michigan now?,15:24:SL:CITY_OR_PROVINCE,[IN:timezone [SL:CITY_OR_PROVINCE eMichigan] ],CITY_OR_PROVINCE: eMichigan,zul
travel,timezone,how many hours is the time difference between mainland China and Senegal?,"53:59:SL:COUNTRY,66:75:SL:COUNTRY",[IN:timezone [SL:COUNTRY iChina] [SL:COUNTRY neSenegal] ],COUNTRY: iChina $$ COUNTRY: neSenegal,zul
travel,timezone,which country is the leading country between Tanzania and Ethiopia?,"36:44:SL:COUNTRY,48:56:SL:COUNTRY",[IN:timezone [SL:COUNTRY Tanzania] [SL:COUNTRY Ethiopia] ],COUNTRY: Tanzania $$ COUNTRY: Ethiopia,zul
travel,timezone,what is the Greenland time zone?,29:38:SL:COUNTRY,[IN:timezone [SL:COUNTRY Greenland] ],COUNTRY: Greenland,zul
travel,timezone,which continent experiences summer first between Europe and Asia?,,[IN:timezone ],,zul
travel,timezone,which country is dominant Britain and Spain?,"25:32:SL:COUNTRY,35:40:SL:COUNTRY",[IN:timezone [SL:COUNTRY Britain] [SL:COUNTRY Spain] ],COUNTRY: Britain $$ COUNTRY: Spain,zul
travel,timezone,What time is it in Texas now compared to South Africa?,"15:21:SL:CITY_OR_PROVINCE,45:61:SL:COUNTRY",[IN:timezone [SL:CITY_OR_PROVINCE eTexas] [SL:COUNTRY Ningizimu Afrika] ],CITY_OR_PROVINCE: eTexas $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,How many hours behind is South Africa from Nepal?,"1:17:SL:COUNTRY,49:54:SL:COUNTRY",[IN:timezone [SL:COUNTRY Ningizimu Afrika] [SL:COUNTRY Nepal] ],COUNTRY: Ningizimu Afrika $$ COUNTRY: Nepal,zul
travel,timezone,which country is ahead in time between South Africa and France?,"54:69:SL:COUNTRY,78:84:SL:COUNTRY",[IN:timezone [SL:COUNTRY Ningizimu Afrka] [SL:COUNTRY France] ],COUNTRY: Ningizimu Afrka $$ COUNTRY: France,zul
travel,timezone,"Comparing South Africa and Burkina Faso, which country is the best?","17:33:SL:COUNTRY,36:48:SL:COUNTRY",[IN:timezone [SL:COUNTRY Ningizimu Afrika] [SL:COUNTRY Burkina Faso] ],COUNTRY: Ningizimu Afrika $$ COUNTRY: Burkina Faso,zul
travel,timezone,What is the country's background between Zambia and South Africa?,"35:41:SL:COUNTRY,44:60:SL:COUNTRY",[IN:timezone [SL:COUNTRY Zambia] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Zambia $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,I'm flying from South Africa on the 2nd of December at 1 pm. When can I arrive in Mauritania?,"29:45:SL:COUNTRY,51:71:SL:DATE,75:94:SL:TIME,124:134:SL:COUNTRY",[IN:timezone [SL:COUNTRY Ningizimu Afrika] [SL:DATE zimbili kuZibandlela] [SL:TIME hora lokuqala emini] [SL:COUNTRY Mauritania] ],COUNTRY: Ningizimu Afrika $$ DATE: zimbili kuZibandlela $$ TIME: hora lokuqala emini $$ COUNTRY: Mauritania,zul
travel,timezone,"I'm going to leave Mozambique at twelve o'clock in the morning, when can I arrive in South Africa?","31:41:SL:COUNTRY,42:72:SL:TIME,90:106:SL:COUNTRY",[IN:timezone [SL:COUNTRY Mozambique] [SL:TIME nehora leshumi nambili ekuseni] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Mozambique $$ TIME: nehora leshumi nambili ekuseni $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,which country is the first to go to night between South Africa and Burundi?,"44:60:SL:COUNTRY,63:70:SL:COUNTRY",[IN:timezone [SL:COUNTRY Ningizimu Afrika] [SL:COUNTRY Burundi] ],COUNTRY: Ningizimu Afrika $$ COUNTRY: Burundi,zul
travel,timezone,How many hours ahead is Botswana of South Africa?,"43:51:SL:COUNTRY,70:86:SL:COUNTRY",[IN:timezone [SL:COUNTRY Botswana] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Botswana $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,which country is in the front between Sierra Leone and South Africa?,"39:51:SL:COUNTRY,54:70:SL:COUNTRY",[IN:timezone [SL:COUNTRY Sierra Leone] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Sierra Leone $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,How many hours behind is South Africa?,"1:17:SL:COUNTRY,50:54:SL:COUNTRY",[IN:timezone [SL:COUNTRY Ningizimu Afrika] [SL:COUNTRY Togo] ],COUNTRY: Ningizimu Afrika $$ COUNTRY: Togo,zul
travel,timezone,how many hours behind is Benin in South Africa?,"1:6:SL:COUNTRY,39:55:SL:COUNTRY",[IN:timezone [SL:COUNTRY Benin] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Benin $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,which country drinks the dawn between South Africa and Swaziland?,"41:57:SL:COUNTRY,58:69:SL:COUNTRY",[IN:timezone [SL:COUNTRY Ningizimu Afrika] [SL:COUNTRY neSwaziland] ],COUNTRY: Ningizimu Afrika $$ COUNTRY: neSwaziland,zul
travel,timezone,how many hours does the time difference between South Africa and the Seychelles?,"11:27:SL:COUNTRY,63:73:SL:COUNTRY",[IN:timezone [SL:COUNTRY Ningizimu Afrika] [SL:COUNTRY Seychelles] ],COUNTRY: Ningizimu Afrika $$ COUNTRY: Seychelles,zul
travel,timezone,which country is the leading Western Sahara of Southern Africa?,"25:39:SL:PLACE_NAME,42:58:SL:COUNTRY",[IN:timezone [SL:PLACE_NAME Western Sahara] [SL:COUNTRY Ningizimu Afrika] ],PLACE_NAME: Western Sahara $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,How many hours ahead is Djibouti of South Africa?,"46:54:SL:COUNTRY,62:78:SL:COUNTRY",[IN:timezone [SL:COUNTRY Djibouti] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Djibouti $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,which country is the first to emerge between Somalia and South Africa?,"44:51:SL:COUNTRY,54:70:SL:COUNTRY",[IN:timezone [SL:COUNTRY Somalia] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Somalia $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,How many hours behind South Africa is Cape Verde?,"1:11:SL:COUNTRY,44:60:SL:COUNTRY",[IN:timezone [SL:COUNTRY Cabo Verde] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Cabo Verde $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,How many hours ahead of South Africa is Chad?,"1:5:SL:COUNTRY,41:57:SL:COUNTRY",[IN:timezone [SL:COUNTRY Chad] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Chad $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,Tunisia is ahead of South Africa?,"1:8:SL:COUNTRY,25:41:SL:COUNTRY",[IN:timezone [SL:COUNTRY Tunisia] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Tunisia $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,What time is it now in Guinea compared to South Africa?,"21:27:SL:COUNTRY,48:64:SL:COUNTRY",[IN:timezone [SL:COUNTRY Guinea] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Guinea $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,which country is the first country to fall asleep between Libya and South Africa?,"47:52:SL:COUNTRY,55:71:SL:COUNTRY",[IN:timezone [SL:COUNTRY Libya] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Libya $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,what time is it in malawi now?,15:21:SL:COUNTRY,[IN:timezone [SL:COUNTRY Malawi] ],COUNTRY: Malawi,zul
travel,timezone,what time in the evening in America?,25:31:SL:COUNTRY,[IN:timezone [SL:COUNTRY Melika] ],COUNTRY: Melika,zul
travel,timezone,what time does the sun rise in Mali?,35:39:SL:COUNTRY,[IN:timezone [SL:COUNTRY Mali] ],COUNTRY: Mali,zul
travel,timezone,what time zone does Uganda use?,2:8:SL:COUNTRY,[IN:timezone [SL:COUNTRY Uganda] ],COUNTRY: Uganda,zul
travel,timezone,how many hours would it take me to fly from Cape Town to Mexico?,"61:66:SL:CITY_OR_PROVINCE,73:80:SL:COUNTRY",[IN:timezone [SL:CITY_OR_PROVINCE eKapa] [SL:COUNTRY eMexico] ],CITY_OR_PROVINCE: eKapa $$ COUNTRY: eMexico,zul
travel,timezone,Is South Africa ahead or behind Madagascar?,"1:17:SL:COUNTRY,48:58:SL:COUNTRY",[IN:timezone [SL:COUNTRY Ningizimu Afrika] [SL:COUNTRY Madagascar] ],COUNTRY: Ningizimu Afrika $$ COUNTRY: Madagascar,zul
travel,timezone,How many hours ahead is Mongolia compared to India?,"43:51:SL:COUNTRY,76:81:SL:COUNTRY",[IN:timezone [SL:COUNTRY Mongolia] [SL:COUNTRY Ndiya] ],COUNTRY: Mongolia $$ COUNTRY: Ndiya,zul
travel,timezone,which country is the leading country between South Africa and Iran?,"36:52:SL:COUNTRY,56:60:SL:COUNTRY",[IN:timezone [SL:COUNTRY Ningizimu Afrika] [SL:COUNTRY Iran] ],COUNTRY: Ningizimu Afrika $$ COUNTRY: Iran,zul
travel,timezone,which countries are two hours ahead of South Africa?,"25:32:SL:NUMBER,53:69:SL:COUNTRY",[IN:timezone [SL:NUMBER amabili] [SL:COUNTRY Ningizimu Afrika] ],NUMBER: amabili $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,how many time zones are there on earth?,,[IN:timezone ],,zul
travel,timezone,which country is behind between South Africa and India?,"35:51:SL:COUNTRY,63:68:SL:COUNTRY",[IN:timezone [SL:COUNTRY Ningizimu Afrika] [SL:COUNTRY Ndiya] ],COUNTRY: Ningizimu Afrika $$ COUNTRY: Ndiya,zul
travel,timezone,are South Africa and Lesotho in the same time zone?,"8:24:SL:COUNTRY,27:34:SL:COUNTRY",[IN:timezone [SL:COUNTRY Ningizimu Afrika] [SL:COUNTRY Lesotho] ],COUNTRY: Ningizimu Afrika $$ COUNTRY: Lesotho,zul
travel,timezone,which countries have the same time as South Africa?,38:54:SL:COUNTRY,[IN:timezone [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Ningizimu Afrika,zul
travel,timezone,what is the standard time in South Africa?,37:53:SL:COUNTRY,[IN:timezone [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Ningizimu Afrika,zul
travel,timezone,how many minutes to ten o'clock?,37:50:SL:TIME,[IN:timezone [SL:TIME ihora leshumi] ],TIME: ihora leshumi,zul
travel,timezone,How many hours to go to China from South Africa?,"24:29:SL:COUNTRY,37:53:SL:COUNTRY",[IN:timezone [SL:COUNTRY China] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: China $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,how many hours would it take to get from Canada to South Africa?,"37:44:SL:COUNTRY,49:66:SL:COUNTRY",[IN:timezone [SL:COUNTRY eCanada] [SL:COUNTRY eNingizimu Afrika] ],COUNTRY: eCanada $$ COUNTRY: eNingizimu Afrika,zul
travel,timezone,What is the situation in Angola compared to South Africa?,"16:22:SL:COUNTRY,40:56:SL:COUNTRY",[IN:timezone [SL:COUNTRY Angola] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Angola $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,which country is the top between South Africa and Pakistan?,"36:52:SL:COUNTRY,61:69:SL:COUNTRY",[IN:timezone [SL:COUNTRY Ningizimu Afrika] [SL:COUNTRY Pakistan] ],COUNTRY: Ningizimu Afrika $$ COUNTRY: Pakistan,zul
travel,timezone,What time is it now in Zimbabwe compared to South Africa?,"21:29:SL:COUNTRY,47:63:SL:COUNTRY",[IN:timezone [SL:COUNTRY Zimbabwe] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Zimbabwe $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,which country is the top country South Africa and Qatar?,"25:41:SL:COUNTRY,50:55:SL:COUNTRY",[IN:timezone [SL:COUNTRY Ningizimu Afrika] [SL:COUNTRY Qatar] ],COUNTRY: Ningizimu Afrika $$ COUNTRY: Qatar,zul
travel,timezone,How many hours ahead is South Africa of Brazil?,"1:17:SL:COUNTRY,52:58:SL:COUNTRY",[IN:timezone [SL:COUNTRY Ningizimu Afrika] [SL:COUNTRY Brazil] ],COUNTRY: Ningizimu Afrika $$ COUNTRY: Brazil,zul
travel,timezone,How many hours behind is Liberia?,"9:16:SL:COUNTRY,54:70:SL:COUNTRY",[IN:timezone [SL:COUNTRY Liberia] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Liberia $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,How many hours ahead of South Africa is the country of Bhutan?,"44:50:SL:COUNTRY,59:75:SL:COUNTRY",[IN:timezone [SL:COUNTRY Bhutan] [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Bhutan $$ COUNTRY: Ningizimu Afrika,zul
travel,timezone,what time is it now in Algeria?,22:29:SL:COUNTRY,[IN:timezone [SL:COUNTRY Algeria] ],COUNTRY: Algeria,zul
travel,timezone,which country is five hours ahead of South Africa?,"30:46:SL:COUNTRY,47:65:SL:TIME",[IN:timezone [SL:COUNTRY Ningizimu Afrika] [SL:TIME ngamahora amahlanu] ],COUNTRY: Ningizimu Afrika $$ TIME: ngamahora amahlanu,zul
travel,timezone,how many countries have the same time as South Africa?,39:55:SL:COUNTRY,[IN:timezone [SL:COUNTRY Ningizimu Afrika] ],COUNTRY: Ningizimu Afrika,zul
