domain,intent,raw,text,language,spans,logical_form
travel,timezone,Gịnị bụ mpaghara oge na Kumasi?,What is the time zone in Kumasi?,ibo,25:31:SL:CITY_OR_PROVINCE,[IN:timezone [SL:CITY_OR_PROVINCE Kumasi] ]
banking,transactions,Kedu azụmahịa ikpeazụ m jiri MoMo akaụntụ mụ mee?,What was the last transaction I made with my MoMo account?,ibo,45:49:SL:PAYMENT_COMPANY,[IN:transactions [SL:PAYMENT_COMPANY MoMo] ]
kitchen_and_dining,restaurant_suggestion,Gwa m ebe m ga-egote ezigbo isi ewu na nkwu elu n'Awka,suggest a restaurant where I can get tasty goat head and palmwine in Awka.,ibo,"43:52:SL:DISH_OR_FOOD,69:73:SL:CITY_OR_PROVINCE",[IN:restaurant_suggestion [SL:DISH_OR_FOOD goat head] [SL:CITY_OR_PROVINCE Awka] ]
banking,pay_bill,sị n'akauntu AirtelTigo Money m kwụọ ụgwọ Zoomilon.,Pay my Zoomilon bill from my AirtelTigo Money account.,ibo,"7:20:SL:BILL_TYPE,29:45:SL:PAYMENT_COMPANY",[IN:pay_bill [SL:BILL_TYPE Zoomilon bill] [SL:PAYMENT_COMPANY AirtelTigo Money] ]
banking,spending_history,Ego ole ka m kwuru maka ụgwọ ụgbọ oloko m n'iile n'ọnwa Jenụwarị,How much did I pay in total as my train ride bill in January.,ibo,"34:49:SL:BILL_TYPE,53:60:SL:DATE",[IN:spending_history [SL:BILL_TYPE train ride bill] [SL:DATE January] ]
travel,travel_suggestion,Kedu họtelu dị na East Legon nwere ebe mgbatị ahụ na mgbatị ụkwụ,Which hotel in East Legon has a spa and pedicure parlour,ibo,15:25:SL:CITY_OR_PROVINCE,[IN:travel_suggestion [SL:CITY_OR_PROVINCE East Legon] ]
travel,travel_notification,Chetara m echi maka njem mụ na nwunye di m na Nsukka.  ,Remind me tomorrow of I and my co wife's journey to Nsukka.,ibo,"10:18:SL:DATE,52:58:SL:CITY_OR_PROVINCE",[IN:travel_notification [SL:DATE tomorrow] [SL:CITY_OR_PROVINCE Nsukka] ]
kitchen_and_dining,food_last,Awa olee ka Indomie Noodles e siri esi ga-anọ tụpụ o mebie?,How many hours does it take cooked Indomie noodles to spoil?,ibo,28:50:SL:DISH_OR_FOOD,[IN:food_last [SL:DISH_OR_FOOD cooked Indomie noodles] ]
kitchen_and_dining,cook_time,nkeji ole ka ọ ga-enwe m ị ji sie Indomie.,How many minutes will it take me to make Indomie noodles.,ibo,41:56:SL:DISH_OR_FOOD,[IN:cook_time [SL:DISH_OR_FOOD Indomie noodles] ]
utility,make_call,kpọrọ m Akosua n'ekwenti m,Dial Akosua on my phone,ibo,5:11:SL:PERSONAL_NAME,[IN:make_call [SL:PERSONAL_NAME Akosua] ]
utility,alarm,Tinyere m mgbịrịmgba ga-echetara m ị ṅụ ọgwụ ọbara m ma ọ kụọ elekere asatọ nke abalị,Set an alarm to remind me to take my blood tonic once it's 8pm.,ibo,59:62:SL:TIME,[IN:alarm [SL:TIME 8pm] ]
kitchen_and_dining,restaurant_reviews,Kedu nyocha ndị mmadụ gbasara TheChesterCakes.,What are the reviews about TheChesterCakes.,ibo,27:42:SL:RESTAURANT_NAME,[IN:restaurant_reviews [SL:RESTAURANT_NAME TheChesterCakes] ]
travel,plug_type,Kedu Ụdị pụlọgụ ana eji eme ihe na Canada?,What type of plugs are used in Canada?,ibo,31:37:SL:COUNTRY,[IN:plug_type [SL:COUNTRY Canada] ]
travel,exchange_rate,Ego ole bu otu PI na Naira?,How much is one PI to Naira?,ibo,"12:15:SL:NUMBER,22:27:SL:CURRENCY",[IN:exchange_rate [SL:NUMBER one] [SL:CURRENCY Naira] ]
banking,pin_change,Gịnị bụ akara ngafe akaụntụ Vodafone Cash m?,What is the pin for my Vodafone Cash account?,ibo,23:36:SL:PAYMENT_COMPANY,[IN:pin_change [SL:PAYMENT_COMPANY Vodafone Cash] ]
kitchen_and_dining,ingredients_list,Gụpụtara m ihe ndị m ga-eji mee achịcha unere.,List the items I need to bake a banana bread,ibo,32:44:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD banana bread] ]
travel,book_hotel,Chọpụtara ụlọ oriri na ọṅụṅụ dị n'Owerri nwere ebe igwu mmiri maka mmemme ncheta ọmụmụ m,Find me a hotel in Owerri with a swimming pool to mark my birthday.,ibo,"19:25:SL:CITY_OR_PROVINCE,55:66:SL:CALENDAR_EVENT",[IN:book_hotel [SL:CITY_OR_PROVINCE Owerri] [SL:CALENDAR_EVENT my birthday] ]
utility,weather,Oge a ọ bu oge ọkọchị na Kano?,Is this period the Harmattan period in Kano?,ibo,39:43:SL:CITY_OR_PROVINCE,[IN:weather [SL:CITY_OR_PROVINCE Kano] ]
banking,min_payment,Ego ole kachasị dị nta m nwere ike ị ji mepee savings akauntu na Monie Point?,What's the minimum amount for creating a savings account with Monie Point?,ibo,"41:56:SL:ACCOUNT_TYPE,62:73:SL:PAYMENT_COMPANY",[IN:min_payment [SL:ACCOUNT_TYPE savings account] [SL:PAYMENT_COMPANY Monie Point] ]
travel,international_visa,Chetara m n'izu na-abịa ị bido usoro ị mere nwunye m Visa ị ga UK mụọ nwa anyị ,Remind me next week to begin the UK visa application for my wife to go put to bed.,ibo,"10:19:SL:DATE,33:35:SL:CITY_OR_PROVINCE",[IN:international_visa [SL:DATE next week] [SL:CITY_OR_PROVINCE UK] ]
banking,interest_rate,Ụma ego ole ka UBA kwuru n'akauntu mụ na Jenụwarị?,How much interest did UBA pay to my account in January?,ibo,"22:25:SL:BANK_NAME,47:54:SL:DATE",[IN:interest_rate [SL:BANK_NAME UBA] [SL:DATE January] ]
travel,book_flight,Chọtara m ụgbọelu si Togo a ga Naijiria,Find me a flight from Togo to Nigeria.,ibo,"22:26:SL:COUNTRY,30:37:SL:COUNTRY",[IN:book_flight [SL:COUNTRY Togo] [SL:COUNTRY Nigeria] ]
utility,text,"Degara obi ụtọ m ozi, sị ya bịa n'ụlọ ka anyị mee Netflix and Chill","send a text to my sweetheart, tell her to come over for Netflix and Chill.",ibo,,[IN:text ]
banking,bill_balance,Ego ole bụ ụgwọ DSTV m?,How much is my DSTV bill?,ibo,15:24:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE DSTV bill] ]
utility,share_location,Gwa m ebe KFC dị na Zuba.,Tell me where KFC is in Zuba.,ibo,"14:17:SL:RESTAURANT_NAME,24:28:SL:PLACE_NAME",[IN:share_location [SL:RESTAURANT_NAME KFC] [SL:PLACE_NAME Zuba] ]
home,play_music,Tinyere m egwu ahụ Vekee James na ndị egwu ya gụrụ na mmemme agbamaakwụkwọ ya.,kindly play the song Vekee James and her choir sang at her wedding ceremony.,ibo,"21:32:SL:ARTIST_NAME,59:75:SL:CALENDAR_EVENT",[IN:play_music [SL:ARTIST_NAME Vekee James] [SL:CALENDAR_EVENT wedding ceremony] ]
home,calendar_update,Biko kagbuo mmemme ncheta alụ m dị na nwunye Ozoemena site na Kalenda m,Please erase Ozoemena's wedding anniversay's notification from my calendar,ibo,13:42:SL:CALENDAR_EVENT,[IN:calendar_update [SL:CALENDAR_EVENT Ozoemena's wedding anniversay] ]
home,update_playlist,Tinyere m egwu ofufe Tim Godfrey na Simisola na ndepụta egwu m maka oge ekpere m,Add Tim Godfrey's and Simisola's worship song to my music playlist for my prayer time. ,ibo,"4:15:SL:ARTIST_NAME,22:30:SL:ARTIST_NAME,33:45:SL:MUSIC_GENRE",[IN:update_playlist [SL:ARTIST_NAME Tim Godfrey] [SL:ARTIST_NAME Simisola] [SL:MUSIC_GENRE worship song] ]
kitchen_and_dining,cancel_reservation,Kagbuo tebulu e dobere mụ na Harachi na Med Diner Restaurant,Cancel I and Harachi's reservation at Med Diner Restaurant,ibo,"13:20:SL:PERSONAL_NAME,38:58:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:PERSONAL_NAME Harachi] [SL:RESTAURANT_NAME Med Diner Restaurant] ]
travel,car_rental,Gbazitere m ugbọala Innoson ga-ebute ezinaụlọ m n'ọdụ ụgbọelu Akanu Ibiam N'Enugu.,Rent me an Innoson Vehicle to pick up my family from Akanu Ibiam International Airport Enugu.,ibo,87:92:SL:CITY_OR_PROVINCE,[IN:car_rental [SL:CITY_OR_PROVINCE Enugu] ]
kitchen_and_dining,meal_suggestion,Kedu nri nwere obere kalori m nwere ike ị ri n'anyasị,Suggest meals with little calories that I can eat at night.,ibo,53:58:SL:TIME,[IN:meal_suggestion [SL:TIME night] ]
kitchen_and_dining,recipe,Kedu ka ma ga-esi gwọọ Abacha.,How do I make Abacha?,ibo,14:20:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD Abacha] ]
travel,translate,"Kedu ka mụ ga esi ekwu ""Echi ga aka ụbọchị taa mma"" na asụsụ Idọma?","How will I say ""Tomorrow will be better than today"" in  Idioma ",ibo,"16:24:SL:DATE,45:50:SL:DATE,56:62:SL:LANGUAGE_NAME",[IN:translate [SL:DATE Tomorrow] [SL:DATE today] [SL:LANGUAGE_NAME Idioma] ]
banking,transfer,Nyefe otu puku na otu narị naira anọ site n'akaụntụ savings m na akaụntụ kọrent nke UBA.,Transfer  ₦1400 from my UBA savings account to my current account.,ibo,"10:15:SL:MONEY,24:27:SL:BANK_NAME,28:43:SL:ACCOUNT_TYPE,50:65:SL:ACCOUNT_TYPE",[IN:transfer [SL:MONEY ₦1400] [SL:BANK_NAME UBA] [SL:ACCOUNT_TYPE savings account] [SL:ACCOUNT_TYPE current account] ]
utility,time,Naijiria eji elekere ole nwere na-aga ndi mba Canada.,With how many hours is Nigeria ahead of Canada.,ibo,"23:30:SL:COUNTRY,40:46:SL:COUNTRY",[IN:time [SL:COUNTRY Nigeria] [SL:COUNTRY Canada] ]
home,shopping_list_update, Nwepụ ose ọjiị n'ihe ndepụta azụmahia.,Remove alligator pepper from  the shopping list.,ibo,7:23:SL:SHOPPING_ITEM,[IN:shopping_list_update [SL:SHOPPING_ITEM alligator pepper] ]
kitchen_and_dining,restaurant_reservation,"Kpọọ Uche, sị ya debere mụ na nwuye m otu tebulu na ụlọ oriri ha na ụbọchị Fụraịde.",Call Uche and tell him to keep a space for me and my wife in their eatery on Friday.,ibo,"5:9:SL:PERSONAL_NAME,77:83:SL:DATE",[IN:restaurant_reservation [SL:PERSONAL_NAME Uche] [SL:DATE Friday] ]
banking,balance,"Ego  fọrọ na akaụntụ mụ nke OPAY, ozuru ịkwụ ụgwọ nri anyị?","The balance in my OPAY account, can it settle our bill",ibo,18:22:SL:PAYMENT_COMPANY,[IN:balance [SL:PAYMENT_COMPANY OPAY] ]
kitchen_and_dining,confirm_reservation,Mara ma ndi ọlụ Vista Sparkling edobere mụ otu ọnụ ụlọ mụ gwara ha,Check if Vista Sparkling kept the room i told them,ibo,9:24:SL:HOTEL_NAME,[IN:confirm_reservation [SL:HOTEL_NAME Vista Sparkling] ]
banking,freeze_account,Achọrọm ka ịmechie ntinye maọbụ nwepụ na akaụntụ nke GTB     ,l want you to block all transactions in my GTB account.,ibo,43:46:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME GTB] ]
travel,timezone,"Mpaghara oge Naijiria na mba South Africa, ọ bụ otu ihe?",Is the timezone of Nigeria and South Africa the same?,ibo,"19:26:SL:COUNTRY,31:43:SL:COUNTRY",[IN:timezone [SL:COUNTRY Nigeria] [SL:COUNTRY South Africa] ]
banking,transactions,Ihe ego ole ka m ji  akaụntụ nke Zenith zụta na ọnwa  June?,Items of how much did I  purchase from my Zenith bank account in the month of June?,ibo,"42:53:SL:BANK_NAME,78:82:SL:DATE",[IN:transactions [SL:BANK_NAME Zenith bank] [SL:DATE June] ]
kitchen_and_dining,restaurant_suggestion,kedu ezigbo Ụlọ oriri na ọn̄ụn̄ụ nke m nwere ike ịga n'ụbọchị ezumike nke na-abia,Which good restaurant do you recommend I go to this coming holiday,ibo,59:66:SL:CALENDAR_EVENT,[IN:restaurant_suggestion [SL:CALENDAR_EVENT holiday] ]
banking,pay_bill, Jiri ATM Fidelity m nwere kwụọ ụgwọ akwụkwụ nke afọ a.,Use my Fedility Bank Debit card and pay for your school fees this year,ibo,"7:15:SL:BANK_NAME,49:60:SL:BILL_TYPE,61:70:SL:DATE",[IN:pay_bill [SL:BANK_NAME Fedility] [SL:BILL_TYPE school fees] [SL:DATE this year] ]
banking,spending_history,Ego olee ka mụ kwụrụ maka ụgwọ ọkụ eletrik na afọ  gara?,How much did I pay for Electricity bill last year?,ibo,"23:39:SL:BILL_TYPE,40:49:SL:DATE",[IN:spending_history [SL:BILL_TYPE Electricity bill] [SL:DATE last year] ]
travel,travel_suggestion,Nyerem aka chọ ebe ezumike na nleharị anya nke m nwere ike ịga na Easter,Help me look up for a good tourist centre I could go to this Easter.,ibo,61:67:SL:CALENDAR_EVENT,[IN:travel_suggestion [SL:CALENDAR_EVENT Easter] ]
travel,travel_notification,Tinyere m njem nke m ga eme n'ọnwa na abia na akwụkwọ n̄chetam.,Put my next month travel in my reminder book.,ibo,7:17:SL:DATE,[IN:travel_notification [SL:DATE next month] ]
kitchen_and_dining,food_last,Ọnwa ole ka ji a ga anọ tupu obido nmebi?,How many months will this yam stay before it starts spoiling?,ibo,26:29:SL:DISH_OR_FOOD,[IN:food_last [SL:DISH_OR_FOOD yam] ]
kitchen_and_dining,cook_time,Nkeji olee ka o ga enwe gi isiri mụ Osikapa na Agwa.,How many hours will it take for you to cook Rice and Beans for me?,ibo,"44:48:SL:DISH_OR_FOOD,53:58:SL:DISH_OR_FOOD",[IN:cook_time [SL:DISH_OR_FOOD Rice] [SL:DISH_OR_FOOD Beans] ]
utility,make_call,kpọrọ m Okonkwọ na ekwentị mụ,Call Okonkwo for me on phone.,ibo,5:12:SL:PERSONAL_NAME,[IN:make_call [SL:PERSONAL_NAME Okonkwo] ]
utility,alarm,Tinye mgbịrịmgba ka otie na elekere anọ nke mgbede taa.,Set the alarm to ring by 4pm today.,ibo,"25:28:SL:TIME,29:34:SL:DATE",[IN:alarm [SL:TIME 4pm] [SL:DATE today] ]
kitchen_and_dining,restaurant_reviews,kedu nyocha ndị mmadụ maka nri ndi Chicken republic?,what are customers review about food in chicken republic?,ibo,40:56:SL:RESTAURANT_NAME,[IN:restaurant_reviews [SL:RESTAURANT_NAME chicken republic] ]
travel,plug_type,Kedu udị pụlọgụ a na ejị eme ihe na Japan?,What type of plug is been used in Japan?,ibo,34:39:SL:COUNTRY,[IN:plug_type [SL:COUNTRY Japan] ]
travel,exchange_rate,Gini bu mgbanwe ego nke otu dollar na naira?,what is the exchange rate of one dollar to naira?,ibo,"29:39:SL:MONEY,43:48:SL:CURRENCY",[IN:exchange_rate [SL:MONEY one dollar] [SL:CURRENCY naira] ]
banking,pin_change,Gbanwe akara ngafe akaụntụ ATM Access bank m,Change my Access bank ATM PIN,ibo,10:21:SL:BANK_NAME,[IN:pin_change [SL:BANK_NAME Access bank] ]
kitchen_and_dining,ingredients_list,Kedu akurungwa eji esi ofe akwụ?,What are the ingredients for Banga Soup?,ibo,29:39:SL:DISH_OR_FOOD,[IN:ingredients_list [SL:DISH_OR_FOOD Banga Soup] ]
travel,book_hotel,mere m ndoputa na Presidential hotel site na Nọvemba 2 ruo 4 ,make hotel resevation for me at Presidential hotel from 2nd to 4th November,ibo,"32:50:SL:HOTEL_NAME,56:75:SL:DATE",[IN:book_hotel [SL:HOTEL_NAME Presidential hotel] [SL:DATE 2nd to 4th November] ]
utility,weather,kedu ka ihu igwe di na Enugu ta?,what is the weather condition in Enugu today?,ibo,"33:38:SL:CITY_OR_PROVINCE,39:44:SL:DATE",[IN:weather [SL:CITY_OR_PROVINCE Enugu] [SL:DATE today] ]
banking,min_payment,kedu ọpekempe i na akwu na ụgwọ ọkụ,how much is the minimum for electricity bill,ibo,28:44:SL:BILL_TYPE,[IN:min_payment [SL:BILL_TYPE electricity bill] ]
travel,international_visa,E ji Visa aga Ghana,do i need visa to travel to Ghana,ibo,28:33:SL:COUNTRY,[IN:international_visa [SL:COUNTRY Ghana] ]
banking,interest_rate,ụma ego ole ka First bank ga'entinyere m na savings akaụntụ m na ngwụcha ọnwa a?,How much interest rate can First bank send to my savings account by the end of this month?,ibo,"27:37:SL:BANK_NAME,49:64:SL:ACCOUNT_TYPE,72:89:SL:DATE",[IN:interest_rate [SL:BANK_NAME First bank] [SL:ACCOUNT_TYPE savings account] [SL:DATE end of this month] ]
travel,book_flight,"nyere m aka nweta flaịt n'airline ndi Emirate, nke g'esi Naịjịrịa gawa Saudi Arabia, na mkpuru ụbọchi iri na atọ n'ime ọnwa Juunu","help book a flight from Emirate Airline, which will go from Nigeria to Saudi Arabia on June 13 ",ibo,"60:67:SL:COUNTRY,71:83:SL:COUNTRY,87:94:SL:DATE",[IN:book_flight [SL:COUNTRY Nigeria] [SL:COUNTRY Saudi Arabia] [SL:DATE June 13] ]
utility,text,Zigara Chima ozi si ya chere m,send Chima text message tell him to wait for me,ibo,5:10:SL:PERSONAL_NAME,[IN:text [SL:PERSONAL_NAME Chima] ]
banking,bill_balance,Ego ole bu ego mmiri ya na ego ọkụ latric,how much is water and electricity bill,ibo,12:38:SL:BILL_TYPE,[IN:bill_balance [SL:BILL_TYPE water and electricity bill] ]
utility,share_location,kekọrita ọnọdu ebe ụlọ ori ri na on̄ụn̄u ahu di,share the location of the hotel,ibo,,[IN:share_location ]
home,play_music,kpọro m egwu site na Boom play,play music for me from Boom play,ibo,,[IN:play_music ]
home,calendar_update,Tinye ụbọchi agba m akwụkwọ m na kalenda gi,fix my wedding date in the calender,ibo,7:14:SL:CALENDAR_EVENT,[IN:calendar_update [SL:CALENDAR_EVENT wedding] ]
home,update_playlist,Tinyere m egwu Osadebe na Ndeputa egwu odi na ala m,please add Osadebe's music to the list of my highlife playlist,ibo,"11:18:SL:ARTIST_NAME,45:62:SL:MUSIC_GENRE",[IN:update_playlist [SL:ARTIST_NAME Osadebe] [SL:MUSIC_GENRE highlife playlist] ]
kitchen_and_dining,cancel_reservation,kagbuo ndokwa mụ na Yul nwere na Chicken Republic,Cancel my reservation with Yul in Chicken Republic,ibo,"27:30:SL:PERSONAL_NAME,34:50:SL:RESTAURANT_NAME",[IN:cancel_reservation [SL:PERSONAL_NAME Yul] [SL:RESTAURANT_NAME Chicken Republic] ]
travel,car_rental,Achọrọ m mgbazinye ụgbọ ala ga aba mmadu iri maka alu m nwanyi m n'ụbọchị mbu nke ọnwa Maachị,i need a car reservation that will accomodate 10 people for my wedding coming up on March 1,ibo,"46:48:SL:NUMBER,60:70:SL:CALENDAR_EVENT,84:91:SL:DATE",[IN:car_rental [SL:NUMBER 10] [SL:CALENDAR_EVENT my wedding] [SL:DATE March 1] ]
kitchen_and_dining,meal_suggestion,Tunyere m aro erimeri di na ntachi osa,Give me a meal suggestion from Ntachi Osa,ibo,31:41:SL:RESTAURANT_NAME,[IN:meal_suggestion [SL:RESTAURANT_NAME Ntachi Osa] ]
kitchen_and_dining,recipe,kedu ka esi eghe iberibe anu ehi,how do i prepare beef chops,ibo,17:27:SL:DISH_OR_FOOD,[IN:recipe [SL:DISH_OR_FOOD beef chops] ]
travel,translate,Ni gute nabwira umunyarwanda ngo ndashaka gusura parike y'Ibirunga?,"If i was a Rwandan, how should I say that I would like to visit Volcanoes Park?",kin,64:78:SL:PLACE_NAME,[IN:translate [SL:PLACE_NAME Volcanoes Park] ]
banking,transfer,"Ndashaka kohereza Rwf 500 kuri konti yanjye yo muri BK, nyakuye muri Equity Bank.","I would like to transfer Rwf 500 to my BK account, from my Equity Bank account",kin,"25:32:SL:MONEY,39:41:SL:BANK_NAME,59:70:SL:BANK_NAME",[IN:transfer [SL:MONEY Rwf 500] [SL:BANK_NAME BK] [SL:BANK_NAME Equity Bank] ]
utility,time,Ni sa ngahe utubari dufunga i Kigali?,At what time do bars close in Kigali?,kin,30:36:SL:CITY_OR_PROVINCE,[IN:time [SL:CITY_OR_PROVINCE Kigali] ]
home,shopping_list_update,"Nyandikira ibyo duhaha uyu munsi, ntushyiremo umuceri.","Write a shopping list for today, but don't add rice to it.",kin,"26:31:SL:DATE,47:51:SL:DISH_OR_FOOD",[IN:shopping_list_update [SL:DATE today] [SL:DISH_OR_FOOD rice] ]
kitchen_and_dining,restaurant_reservation,Wamenya niba Resitora ya Chez Lando ikora ku minsi y'ikiruhuko?,Would you know if Chez Lando restaurant opens on public holidays?,kin,18:28:SL:RESTAURANT_NAME,[IN:restaurant_reservation [SL:RESTAURANT_NAME Chez Lando] ]
banking,balance,Hariho amafaranga angahe kuri konti yanjye yo muri KCB?,What is my saving balance on my KCB  account?,kin,32:35:SL:BANK_NAME,[IN:balance [SL:BANK_NAME KCB] ]
kitchen_and_dining,confirm_reservation,Mbariza niba bamfatiye umwanya muri Bourbon coffeeshop.,Please confirm if my reservation at Bourbon coffeeshop has been made.,kin,36:43:SL:RESTAURANT_NAME,[IN:confirm_reservation [SL:RESTAURANT_NAME Bourbon] ]
banking,freeze_account,Ndashaka ko mufunga konti yanjye yo muri BK.,Please freeze my BK account.,kin,17:19:SL:BANK_NAME,[IN:freeze_account [SL:BANK_NAME BK] ]
travel,timezone,Mu Rwanda mukoresha isaha yo muri Afrika y'i Burasirazuba cyangwa y'Afrika yo Hagati?,Do you use East African time or Central African time in Rwanda?,kin,56:62:SL:COUNTRY,[IN:timezone [SL:COUNTRY Rwanda] ]
banking,transactions,Mwandebera  amafaranga nohereje  kuri Equity Bank nyakuye muri BK?,I would like to know the amount of money I transfered to Equity Bank from my BK account.,kin,"57:68:SL:BANK_NAME,77:79:SL:BANK_NAME",[IN:transactions [SL:BANK_NAME Equity Bank] [SL:BANK_NAME BK] ]
kitchen_and_dining,restaurant_suggestion,Muri weekend sinteka nkunda gusohokera i Nyamirambo. Wambwira restora igezweho?,"I don't cook at weekends, I like going to Nyamirambo joints. Would you suggest a popular restaurant?",kin,42:52:SL:PLACE_NAME,[IN:restaurant_suggestion [SL:PLACE_NAME Nyamirambo] ]
banking,pay_bill,Wamfasha kwishyura fagitire y'amazi muri BK?,Kindly help me to clear a water bill via BK. Could you help me to pay a water bill via Bank of Kigali?,kin,"26:36:SL:BILL_TYPE,41:43:SL:BANK_NAME,72:82:SL:BILL_TYPE,87:101:SL:BANK_NAME",[IN:pay_bill [SL:BILL_TYPE water bill] [SL:BANK_NAME BK] [SL:BILL_TYPE water bill] [SL:BANK_NAME Bank of Kigali] ]
